cyclist_id,full_name,date_of_birth,nation,pcs_weight,pcs_height,pcs_link,cyclist_name_pcs
1163,Dainius Kairelis,1979-09-25,Lithuania,63.0,1.77,https://www.procyclingstats.com/rider/dainius-kairelis,KAIRELIS Dainius
1164,Dale Knapp,1964-03-16,United States,,,https://www.procyclingstats.com/rider/dale-knapp,KNAPP Dale
1165,Dale Parker,1992-05-12,Australia,65.0,1.83,https://www.procyclingstats.com/rider/dale-parker,PARKER Dale
1166,Damian Forster,1973-05-02,Australia,,,https://www.procyclingstats.com/rider/damian-forster,FORSTER Damian
1167,Damiano Caruso,1987-10-12,Italy,67.0,1.79,https://www.procyclingstats.com/rider/damiano-caruso,CARUSO Damiano
1168,Damiano Cima,1993-09-13,Italy,70.0,1.8,https://www.procyclingstats.com/rider/damiano-cima,CIMA Damiano
1169,Damiano Cunego,1981-09-19,Italy,58.0,1.69,https://www.procyclingstats.com/rider/damiano-cunego,CUNEGO Damiano
1170,Damiano Giannini,1976-02-27,Italy,,,https://www.procyclingstats.com/rider/damiano-giannini,GIANNINI Damiano
1171,Damien Gaudin,1986-08-20,France,85.0,1.92,https://www.procyclingstats.com/rider/damien-gaudin,GAUDIN Damien
1172,Damien Howson,1992-08-13,Australia,68.0,1.88,https://www.procyclingstats.com/rider/damien-howson,HOWSON Damien
1173,Damien Monier,1982-08-27,France,75.0,1.88,https://www.procyclingstats.com/rider/damien-monier,MONIER Damien
1174,Damien Nazon,1974-06-26,France,,,https://www.procyclingstats.com/rider/damien-nazon,NAZON Damien
1175,Damien Touzé,1996-07-07,France,69.0,1.74,https://www.procyclingstats.com/rider/damien-touze,TOUZÉ Damien
1176,Damon Kluck,1977-06-23,United States,,,https://www.procyclingstats.com/rider/damon-kluck,KLUCK Damon
1177,Dan Martin,1986-08-20,Ireland,59.0,1.75,https://www.procyclingstats.com/rider/dan-martin,MARTIN Dan
1178,Danail Andonov Petrov,1978-02-05,Bulgaria,63.0,1.7,https://www.procyclingstats.com/rider/danail-andonov-petrov,PETROV Danail Andonov
1179,Daniel Aeschlimann,1974-10-01,Switzerland,,,https://www.procyclingstats.com/rider/daniel-aeschlimann,AESCHLIMANN Daniel
1180,Daniel Alejandro Mendez,2000-06-02,Colombia,57.0,1.71,https://www.procyclingstats.com/rider/daniel-alejandro-mendez-norena,MENDEZ Daniel Alejandro
1181,Daniel Jaramillo,1991-01-15,Colombia,63.0,1.75,https://www.procyclingstats.com/rider/daniel-alexander-jaramillo-diez,JARAMILLO Daniel
1182,Daniel André,1958-05-25,France,,,https://www.procyclingstats.com/rider/daniel-andre,ANDRÉ Daniel
1183,Daniel Arroyave,2000-06-19,Colombia,52.0,1.78,https://www.procyclingstats.com/rider/daniel-arroyave-canas,ARROYAVE Daniel
1184,Daniel Atienza,1974-09-22,Spain,,,https://www.procyclingstats.com/rider/daniel-atienza-urendez,ATIENZA Daniel
1185,Daniel Bayes,1975-02-21,Spain,,,https://www.procyclingstats.com/rider/daniel-bayes,BAYES Daniel
1186,Daniel Becke,1978-03-12,Germany,75.0,1.87,https://www.procyclingstats.com/rider/daniel-becke,BECKE Daniel
1187,Daniel Beelen,1966-07-05,Belgium,,,https://www.procyclingstats.com/rider/daniel-beelen,BEELEN Daniel
1188,Daniel Braunsteins,1988-04-10,Australia,,,https://www.procyclingstats.com/rider/daniel-braunsteins,BRAUNSTEINS Daniel
1189,Daniel Castro,1966-12-12,Argentina,,,https://www.procyclingstats.com/rider/daniel-castro,CASTRO Daniel
1190,Daniel Ceulemans,1953-03-16,France,,,https://www.procyclingstats.com/rider/daniel-ceulemans,CEULEMANS Daniel
1191,Daniel Clavero,1968-08-09,Spain,,,https://www.procyclingstats.com/rider/daniel-clavero,CLAVERO Daniel
1192,Daniel Eaton,1993-07-04,United States,,,https://www.procyclingstats.com/rider/daniel-eaton,EATON Daniel
1193,Daniel Felipe Martínez,1996-04-25,Colombia,63.0,1.72,https://www.procyclingstats.com/rider/daniel-felipe-martinez,MARTÍNEZ Daniel Felipe
1194,Daniel Fleeman,1982-10-10,Great Britain,,,https://www.procyclingstats.com/rider/daniel-fleeman,FLEEMAN Daniel
1195,Daniel Franger,1959-04-23,United States,,,https://www.procyclingstats.com/rider/daniel-franger,FRANGER Daniel
1196,Daniel Girard,1956-12-03,Switzerland,,,https://www.procyclingstats.com/rider/daniel-girard,GIRARD Daniel
1197,Daniel Gisiger,1954-10-09,Switzerland,,,https://www.procyclingstats.com/rider/daniel-gisiger,GISIGER Daniel
1198,Daniel Hirs,1965-12-31,Switzerland,,,https://www.procyclingstats.com/rider/daniel-hirs,HIRS Daniel
1199,Daniel Holloway,1987-05-21,United States,,,https://www.procyclingstats.com/rider/daniel-holloway,HOLLOWAY Daniel
1200,Daniel Lloyd,1980-08-11,Great Britain,70.0,1.87,https://www.procyclingstats.com/rider/daniel-lloyd,LLOYD Daniel
1201,Daniel McLay,1992-01-03,Great Britain,72.0,1.85,https://www.procyclingstats.com/rider/daniel-mclay,MCLAY Daniel
1202,Daniel Mestre,1986-04-01,Portugal,65.0,1.75,https://www.procyclingstats.com/rider/daniel-mestre,MESTRE Daniel
1203,Daniel Moreno,1981-09-05,Spain,59.0,1.73,https://www.procyclingstats.com/rider/daniel-moreno,MORENO Daniel
1204,Daniel Muller,1956-11-17,Switzerland,,,https://www.procyclingstats.com/rider/daniel-muller,MULLER Daniel
1205,Daniel Muñoz,1996-11-21,Colombia,57.0,1.74,https://www.procyclingstats.com/rider/daniel-munoz,MUÑOZ Daniel
1206,Daniel Musiol,1983-03-27,Germany,70.0,1.82,https://www.procyclingstats.com/rider/daniel-musiol,MUSIOL Daniel
1207,Daniel Navarro,1983-07-18,Spain,60.0,1.75,https://www.procyclingstats.com/rider/daniel-navarro,NAVARRO Daniel
1208,Daniel Oss,1987-01-13,Italy,75.0,1.9,https://www.procyclingstats.com/rider/daniel-oss,OSS Daniel
1209,Daniel Paradis,1970-05-10,Switzerland,,,https://www.procyclingstats.com/rider/daniel-paradis,PARADIS Daniel
1210,Daniel Pearson,1994-02-26,Great Britain,53.0,1.65,https://www.procyclingstats.com/rider/daniel-pearson,PEARSON Daniel
1211,Daniel Plummer,1957-01-02,Belgium,,,https://www.procyclingstats.com/rider/daniel-plummer,PLUMMER Daniel
1212,Daniel Potthof,1976-08-23,Germany,,,https://www.procyclingstats.com/rider/daniel-potthof,POTTHOF Daniel
1213,Daniel Rossel,1960-07-24,Belgium,,,https://www.procyclingstats.com/rider/daniel-rossel,ROSSEL Daniel
1214,Daniel Sanz,1979-12-28,Spain,,,https://www.procyclingstats.com/rider/daniel-sanz,SANZ Daniel
1215,Daniel Schnider,1973-11-20,Switzerland,,,https://www.procyclingstats.com/rider/daniel-schnider,SCHNIDER Daniel
1216,Daniel Schorn,1988-10-21,Austria,72.0,1.83,https://www.procyclingstats.com/rider/daniel-schorn,SCHORN Daniel
1217,Daniel Silva,1985-06-08,Portugal,59.0,1.82,https://www.procyclingstats.com/rider/daniel-silva,SILVA Daniel
1218,Daniel Spott,1969-12-26,United States,,,https://www.procyclingstats.com/rider/daniel-spott,SPOTT Daniel
1219,Daniel Staniszewski,1997-05-05,Poland,77.0,1.87,https://www.procyclingstats.com/rider/daniel-staniszewski,STANISZEWSKI Daniel
1220,Daniel Steiger,1966-08-21,Switzerland,,,https://www.procyclingstats.com/rider/daniel-steiger,STEIGER Daniel
1221,Daniel Teklehaimanot,1988-11-10,Eritrea,70.0,1.88,https://www.procyclingstats.com/rider/daniel-teklehaimanot,TEKLEHAIMANOT Daniel
1222,Daniel Verelst,1969-06-19,Belgium,,,https://www.procyclingstats.com/rider/daniel-verelst,VERELST Daniel
1223,Daniel Viegas,1998-01-05,Portugal,70.0,1.86,https://www.procyclingstats.com/rider/daniel-viegas,VIEGAS Daniel
1224,Daniel Von Flue,1970-02-26,Switzerland,,,https://www.procyclingstats.com/rider/daniel-von-flue,VON FLUE Daniel
1225,Daniel Willems,1956-08-16,Belgium,,,https://www.procyclingstats.com/rider/daniel-willems,WILLEMS Daniel
1226,Daniel Wyder,1962-02-15,Switzerland,,,https://www.procyclingstats.com/rider/daniel-wyder,WYDER Daniel
1227,Daniele Asti,1964-12-03,Italy,,,https://www.procyclingstats.com/rider/daniele-asti,ASTI Daniele
1228,Daniele Bennati,1980-09-24,Italy,71.0,1.83,https://www.procyclingstats.com/rider/daniele-bennati,BENNATI Daniele
1229,Daniele Bruschi,1966-07-08,Italy,,,https://www.procyclingstats.com/rider/daniele-bruschi,BRUSCHI Daniele
1230,Daniele Callegarin,1982-09-21,Italy,,,https://www.procyclingstats.com/rider/daniele-callegarin,CALLEGARIN Daniele
1231,Daniele Caroli,1959-01-10,Italy,77.0,1.84,https://www.procyclingstats.com/rider/daniele-caroli,CAROLI Daniele
1232,Daniele Castellan,1978-04-01,Italy,,,https://www.procyclingstats.com/rider/daniele-castellan,CASTELLAN Daniele
1233,Daniele Colli,1982-04-19,Italy,73.0,1.79,https://www.procyclingstats.com/rider/daniele-colli,COLLI Daniele
1234,Daniele Contrini,1974-08-15,Italy,,,https://www.procyclingstats.com/rider/daniele-contrini,CONTRINI Daniele
1235,Daniele De Paoli,1973-12-08,Italy,,,https://www.procyclingstats.com/rider/daniele-de-paoli,DE PAOLI Daniele
1236,Daniele Del Ben,1962-07-14,Italy,,,https://www.procyclingstats.com/rider/daniele-del-ben,DEL BEN Daniele
1237,Daniele Ferrari,1960-03-28,Italy,,,https://www.procyclingstats.com/rider/daniele-ferrari,FERRARI Daniele
1238,Daniele Gadenz,1979-07-15,Italy,,,https://www.procyclingstats.com/rider/daniele-gadenz,GADENZ Daniele
1239,Daniele Galli,1975-05-14,Italy,,,https://www.procyclingstats.com/rider/daniele-galli,GALLI Daniele
1240,Daniele Gallo,1967-01-27,Italy,,,https://www.procyclingstats.com/rider/daniele-gallo,GALLO Daniele
1241,Daniele Masolino,1979-09-01,Italy,,,https://www.procyclingstats.com/rider/daniele-masolino,MASOLINO Daniele
1242,Daniele Nardello,1972-08-02,Italy,74.0,1.81,https://www.procyclingstats.com/rider/daniele-nardello,NARDELLO Daniele
1243,Daniele Pietropolli,1980-07-11,Italy,61.0,1.74,https://www.procyclingstats.com/rider/daniele-pietropolli,PIETROPOLLI Daniele
1244,Daniele Pizzol,1965-12-23,Italy,,,https://www.procyclingstats.com/rider/daniele-pizzol,PIZZOL Daniele
1245,Daniele Ratto,1989-10-05,Italy,74.0,1.8,https://www.procyclingstats.com/rider/daniele-ratto,RATTO Daniele
1246,Daniele Righi,1976-03-28,Italy,70.0,1.8,https://www.procyclingstats.com/rider/daniele-righi,RIGHI Daniele
1247,Daniele Scampamorte,1986-07-15,Italy,,,https://www.procyclingstats.com/rider/daniele-scampamorte,SCAMPAMORTE Daniele
1248,Daniele Cesaretti,1968-04-18,San Marino,68.0,1.76,https://www.procyclingstats.com/rider/danielo-cesaretti,CESARETTI Daniele
1249,Danilo Andrenacci,1978-02-07,Italy,,,https://www.procyclingstats.com/rider/danilo-andrenacci,ANDRENACCI Danilo
1250,Danilo Di Luca,1976-01-02,Italy,61.0,1.68,https://www.procyclingstats.com/rider/danilo-di-luca,DI LUCA Danilo
1251,Danilo Gioia,1966-02-18,Italy,,,https://www.procyclingstats.com/rider/danilo-gioia,GIOIA Danilo
1252,Danilo Hondo,1974-01-04,Germany,73.0,1.84,https://www.procyclingstats.com/rider/danilo-hondo,HONDO Danilo
1253,Danilo Napolitano,1981-01-31,Italy,81.0,1.74,https://www.procyclingstats.com/rider/danilo-napolitano,NAPOLITANO Danilo
1254,Danilo Wyss,1985-08-26,Switzerland,65.0,1.76,https://www.procyclingstats.com/rider/danilo-wyss,WYSS Danilo
1255,Danny Baeyens,1974-01-17,Belgium,,,https://www.procyclingstats.com/rider/danny-baeyens,BAEYENS Danny
1256,Danny Clark,1951-08-30,Australia,,,https://www.procyclingstats.com/rider/danny-clark,CLARK Danny
1257,Danny Daelman,1969-10-23,Belgium,,,https://www.procyclingstats.com/rider/danny-daelman,DAELMAN Danny
1258,Danny De Bie,1960-01-23,Belgium,,,https://www.procyclingstats.com/rider/danny-de-bie,DE BIE Danny
1259,Danny Dierckx,1968-08-30,Belgium,,,https://www.procyclingstats.com/rider/danny-dierckx,DIERCKX Danny
1260,Danny Fox,1966-03-18,United States,,,https://www.procyclingstats.com/rider/danny-fox,FOX Danny
1261,Danny Janssens,1963-04-11,Belgium,,,https://www.procyclingstats.com/rider/danny-janssens,JANSSENS Danny
1262,Danny Jonasson,1974-10-01,Denmark,,,https://www.procyclingstats.com/rider/danny-jonasson,JONASSON Danny
1263,Danny Jonckheere,1974-03-15,Belgium,,,https://www.procyclingstats.com/rider/danny-jonckheere,JONCKHEERE Danny
1264,Danny Lauwers,1958-04-14,Belgium,,,https://www.procyclingstats.com/rider/danny-lauwers,LAUWERS Danny
1265,Danny Lippens,1961-09-18,Belgium,,,https://www.procyclingstats.com/rider/danny-lippens,LIPPENS Danny
1266,Danny Nelissen,1970-11-10,Netherlands,,,https://www.procyclingstats.com/rider/danny-nelissen,NELISSEN Danny
1267,Danny Pate,1979-03-24,United States,73.0,1.85,https://www.procyclingstats.com/rider/danny-pate,PATE Danny
1268,Danny Schoonbaert,1960-03-11,Belgium,,,https://www.procyclingstats.com/rider/danny-schoonbaert,SCHOONBAERT Danny
1269,Danny Van Baelen,1960-08-02,Belgium,,,https://www.procyclingstats.com/rider/danny-van-baelen,VAN BAELEN Danny
1270,Danny Van Cappellen,1977-10-07,Belgium,,,https://www.procyclingstats.com/rider/danny-van-cappellen,VAN CAPPELLEN Danny
1271,Danny van der Tuuk,1999-11-05,Netherlands,59.0,1.8,https://www.procyclingstats.com/rider/danny-van-der-tuuk,VAN DER TUUK Danny
1272,Danny Van Haute,1957-07-04,United States,,,https://www.procyclingstats.com/rider/danny-van-haute,VAN HAUTE Danny
1273,Danny Van Looy,1969-01-06,Belgium,,,https://www.procyclingstats.com/rider/danny-van-looy,VAN LOOY Danny
1274,Danny van Poppel,1993-07-26,Netherlands,82.0,1.84,https://www.procyclingstats.com/rider/danny-van-poppel,VAN POPPEL Danny
1275,Danny Vanderaerden,1964-05-04,Belgium,,,https://www.procyclingstats.com/rider/danny-vanderaerden,VANDERAERDEN Danny
1276,Dante Morandi,1958-02-24,Italy,,,https://www.procyclingstats.com/rider/dante-morandi,MORANDI Dante
1277,Dante Rezze,1963-04-27,France,,,https://www.procyclingstats.com/rider/dante-rezze,REZZE Dante
1278,Dany Alaerts,1968-09-28,Belgium,,,https://www.procyclingstats.com/rider/dany-alaerts,ALAERTS Dany
1279,Dario Andriotto,1972-10-25,Italy,68.0,1.77,https://www.procyclingstats.com/rider/dario-andriotto,ANDRIOTTO Dario
1280,Dario Bottaro,1966-11-05,Italy,,,https://www.procyclingstats.com/rider/dario-bottaro,BOTTARO Dario
1281,Dario Cataldo,1985-03-17,Italy,64.0,1.75,https://www.procyclingstats.com/rider/dario-cataldo,CATALDO Dario
1282,Dario David Cioni,1974-12-02,Italy,72.0,1.85,https://www.procyclingstats.com/rider/dario-david-cioni,CIONI Dario David
1283,Dario Frigo,1973-09-18,Italy,66.0,1.81,https://www.procyclingstats.com/rider/dario-frigo,FRIGO Dario
1284,Dario Gadeo,1975-12-03,Spain,,,https://www.procyclingstats.com/rider/dario-gadeo,GADEO Dario
1285,Dario Mariuzzo,1961-12-28,Italy,,,https://www.procyclingstats.com/rider/dario-mariuzzo,MARIUZZO Dario
1286,Dario Nicoletti,1967-03-07,Italy,,,https://www.procyclingstats.com/rider/dario-nicoletti,NICOLETTI Dario
1287,Dario Pieri,1975-09-01,Italy,78.0,1.74,https://www.procyclingstats.com/rider/dario-pieri,PIERI Dario
1288,Dario Rando,1966-07-30,Italy,,,https://www.procyclingstats.com/rider/dario-rando,RANDO Dario
1289,Darius Goral,1965-11-05,United States,,,https://www.procyclingstats.com/rider/darius-goral,GORAL Darius
1290,Darius Strole,1974-05-20,Lithuania,,,https://www.procyclingstats.com/rider/darius-strole,STROLE Darius
1291,Dariusz Baranowski,1972-06-22,Poland,68.0,1.83,https://www.procyclingstats.com/rider/dariusz-baranowski,BARANOWSKI Dariusz
1292,Dariusz Bigos,1969-07-23,Poland,,,https://www.procyclingstats.com/rider/dariusz-bigos,BIGOS Dariusz
1293,Dariusz Rudnicki,1981-06-28,Poland,,,https://www.procyclingstats.com/rider/dariusz-rudnicki,RUDNICKI Dariusz
1294,Dariusz Skoczylas,1974-03-23,Poland,,,https://www.procyclingstats.com/rider/dariusz-skoczylas,SKOCZYLAS Dariusz
1295,Dariusz Zakrzewski,1961-06-18,Poland,,,https://www.procyclingstats.com/rider/dariusz-zakrzewski,ZAKRZEWSKI Dariusz
1296,Darko Mrvar,1979-04-08,Slovenia,,,https://www.procyclingstats.com/rider/darko-mrvar,MRVAR Darko
1297,Darren Baker,1967-06-13,United States,,,https://www.procyclingstats.com/rider/darren-baker,BAKER Darren
1298,Darren Goudie,1966-09-25,Australia,,,https://www.procyclingstats.com/rider/darren-goudie,GOUDIE Darren
1299,Darren Lapthorne,1983-03-04,Australia,70.0,1.82,https://www.procyclingstats.com/rider/darren-lapthorne,LAPTHORNE Darren
1300,Darren Lill,1982-08-20,South Africa,,,https://www.procyclingstats.com/rider/darren-lill,LILL Darren
1301,Darren Roberts,1969-06-24,Australia,,,https://www.procyclingstats.com/rider/darren-roberts,ROBERTS Darren
1302,Darryl Webster,1962-05-07,Great Britain,,,https://www.procyclingstats.com/rider/darryl-webster,WEBSTER Darryl
1303,Darwin Ferney Pantoja,1990-09-25,Colombia,59.0,1.65,https://www.procyclingstats.com/rider/darwin-ferney-pantoja,PANTOJA Darwin Ferney
1304,Daryl Impey,1984-12-06,South Africa,70.0,1.81,https://www.procyclingstats.com/rider/daryl-impey,IMPEY Daryl
1305,Dave Bruylandts,1976-07-12,Belgium,63.0,1.78,https://www.procyclingstats.com/rider/dave-bruylandts,BRUYLANDTS Dave
1306,Dave Le Grys,1956-08-10,Great Britain,,,https://www.procyclingstats.com/rider/dave-le-grys,LE GRYS Dave
1307,Dave Lettieri,1964-01-30,United States,,,https://www.procyclingstats.com/rider/dave-lettieri,LETTIERI Dave
1308,Dave Lloyd,1949-10-12,Great Britain,76.0,1.72,https://www.procyclingstats.com/rider/dave-lloyd,LLOYD Dave
1309,Dave Miller,1960-12-26,Great Britain,,,https://www.procyclingstats.com/rider/dave-miller,MILLER Dave
1310,Dave Miller,1966-03-18,United States,,,https://www.procyclingstats.com/rider/dave-miller1,MILLER Dave
1311,Dave Williams,1961-11-04,Great Britain,,,https://www.procyclingstats.com/rider/dave-williams,WILLIAMS Dave
1312,David Abal,1986-08-25,Spain,,,https://www.procyclingstats.com/rider/david-abal-diego,ABAL David
1313,David Allan,1951-01-01,Australia,,,https://www.procyclingstats.com/rider/david-allan,ALLAN David
1314,David Almeida Gomes,1980-11-04,Portugal,,,https://www.procyclingstats.com/rider/david-almeida-gomes,ALMEIDA GOMES David
1315,David Arroyo,1980-01-07,Spain,63.0,1.74,https://www.procyclingstats.com/rider/david-arroyo,ARROYO David
1316,David Assuncao,1967-02-18,Portugal,,,https://www.procyclingstats.com/rider/david-assuncao,ASSUNCAO David
1317,David Baker,1965-12-30,Great Britain,67.0,1.8,https://www.procyclingstats.com/rider/david-baker,BAKER David
1318,David Belda,1983-03-18,Spain,53.0,1.63,https://www.procyclingstats.com/rider/david-belda,BELDA David
1319,David Bernabéu,1975-01-09,Spain,,,https://www.procyclingstats.com/rider/david-bernabeu,BERNABÉU David
1320,David Blanco,1975-03-03,Spain,,,https://www.procyclingstats.com/rider/david-blanco,BLANCO David
1321,David Boily,1990-04-28,Canada,60.0,1.8,https://www.procyclingstats.com/rider/david-boily,BOILY David
1322,David Boucher,1980-03-17,Belgium,78.0,1.88,https://www.procyclingstats.com/rider/david-boucher,BOUCHER David
1323,David Brinton,1967-01-17,United States,,,https://www.procyclingstats.com/rider/david-brinton,BRINTON David
1324,David Brotherton,1956-09-11,Australia,,,https://www.procyclingstats.com/rider/david-brotherton,BROTHERTON David
1325,David Calatayud,1983-10-10,Spain,,,https://www.procyclingstats.com/rider/david-calatayud,CALATAYUD David
1326,David Cañada,1975-03-11,Spain,,,https://www.procyclingstats.com/rider/david-canada,CAÑADA David
